Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0/3.14159,11,0,93000.0,89675.08288281335,18058.13295894768,155430.43850001413,477.0,0.06340387214950842,0.0,93000,120000,132000,132000,146000,155000,155000,155000,155000,155000,155000
,Aggregated,11,0,93000.0,89675.08288281335,18058.13295894768,155430.43850001413,477.0,0.06340387214950842,0.0,93000,120000,132000,132000,146000,155000,155000,155000,155000,155000,155000
